Name,Author
Competence,Gail Carriger
Romancing the Inventor,Gail Carriger
Tinkered Starsong,Gail Carriger
The Weaver and The Witch Queen,Genevieve Gornichec
The Witch's Heart,Genevieve Gornichec
Thistlefoot,GennaRose Nethercott
The Rifter,Ginn Hale
The Cadeleonians,Ginn Hale
San Andreas Shifters,GL Carriger
Hammer of Fate,GN Gudgion
A Slice of Mars,Guerric Hache
A Slice of Mars,Guerric Haché
A Slice of Mars,Guerric Haché
The Scapegracers,HA Clarke
The Daughters of Izdihar,Hadeer Elsbai
The Daughters of Izdihar,Hadeer Elsbai
Vellum,Hal Duncan
An Absolutely Remarkable Thing,Hank Green
An Absolutely Remarkable Thing,Hank Green
the Carl Duology,Hank Green
An Absolutely Remarkable Thing,Hank Green
Seven Summer Nights,Harper Fox
Seven Summer Nights,Harper Fox
Seven Summer Nights,Harper Fox
Seven Summer Nights,Harper Fox
Seven Summer Nights,Harper Fox
Daughter of Mystery,Heather Rose Jones
The Alpennia Series,Heather Rose Jones
Daughter of Mystery,Heather Rose Jones
Malice,Heather Walter
White is for Witching,Helen Oyeyemi
A Man's Skin,Hubert & Zanzim
The Devourers,Indra Das
The Devourers,Indra Das
The Last Dragoners of Bowbazar,Indra Das
The Devourers,Indra Das
The Last Dragoners of Bowbazar,Indra Das
The Devourers,Indra Das
Otherside Picnic,Iori Miyazawa
The Breath of the Sun,Isaac Fellman
The Books of the Wode,J Tullos Hennig
Kushiel's Legacy,Jacqueline Carey
Kushiel's Legacy,Jacqueline Carey
Kushiel's Legacy,Jacqueline Carey
Starless,Jacqueline Carey
Kushiel's Dart,Jacqueline Carey
Kushiel's Legacy,Jacqueline Carey
Kushiel's Dart,Jacqueline Carey
Santa Olivia,Jacqueline Carey
Phedre's Universe,Jacqueline Carey
Kushiel's Dart,Jacqueline Carey
Kushiel's Legacy,Jacqueline Carey
Phèdre's Trilogy,Jacqueline Carey
Kushiel's Dart,Jacqueline Carey
Kushiel's Dart,Jacqueline Carey
Starless,Jacqueline Carey
Phèdre's Trilogy,Jacqueline Carey
Kushiel's Legacy,Jacqueline Carey
Phedre Trilogy,Jacqueline Carey
Kushiel's Legacy,Jacqueline Carey
Kushiel's Dart,Jacquelyn Carey
Second Nature,Jae
The Expanse,James SA Corey
The Memory Librarian,Janelle Monae
The Memory Librarian,Janelle Monae et al
Kushiel's Legacy,Jaqueline Carey
Nevernight,Jay Kristoff
The Blood Born Dragon,JC Rycroft
The Winnowing Flame,Jen Williams
The Winnowing Flame,Jen Williams
The Winnowing Flame,Jen Williams
The Winnowing Flame,Jen Williams
The Ninth Rain,Jen Williams
Copper Cat trilogy,Jen Williams
Winnowing Flame,Jen Williams
The Discord of Gods,Jenn Lyons
A Chorus of Dragons,Jenn Lyons
A Chorus of Dragons,Jenn Lyons
Dicebox,Jenn Manley Lee
Sunlight Pilgrims,Jenni Fagan
The Enterprise of Death,Jesse Bullington
The God Eaters,Jesse Hajicek
The God Eaters,Jesse Hajicek
The Gilda Stories,Jewelle Gomez
The Gilda Stories,Jewelle Gomez
My Real Children,Jo Walton
The Age of Madness,Joe Abercrombie
The Age of Madness,Joe Abercrombie
The Age of Madness,Joe Abercrombie
The Age of Madness,Joe Abercrombie
Heart of Stone,Johannes T Evans
Heart of Stone,Johannes T Evans
Mage Errant,John Bierce
PsyCop,Jordan Castillo Price
Widdershins,Jordan Hawk
Whyborne and Griffin,Jordan L Hawk
Widdershins,Jordan L Hawke
The Wolf in the Whale,Jordanna Max Brodsky
Alice Isn't Dead,Joseph Fink
Carmilla,Joseph Sheridan Le Fanu
May Day,Josie Jaffrey
Arrows of the Sun,Judith Tarr
Our Wives Under The Sea,Julia Armfield
Our Wives Under the Sea,Julia Armfield
Our Wives Under the Sea,Julia Armfield
Our Wives Under The Sea,Julia Armfield
Our Wives Under the Sea,Julia Armfield
Dread Nation,Justina Ireland
Their Bright Ascendency,K Arsenault Rivera
Their Bright Ascendency,K Arsenault Rivera
Bones of Green and Hearts of Gold,KA Cook
The Sorcerer of the Wildeeps,Kai Ashante Wilson
The Sorcerer of the Wildeeps,Kai Ashante Wilson
The Sorcerer of the Wildeeps,Kai Ashante Wilson
Wormwood Summer,Kai Butler
Nor Iron Bars a Cage,Kaje Harper
